Filename	Tokens	AWL	TTR	#	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
HOC-GN	3617	4.29	210	0.14	0	0.14	2.99	0.22	0.22	5.42	0.47	0.39	0.66	0.19	1.80	1.58	0	0.69	0.33	0.94	1.11	0.03	8.13	0.41	1.11	0.41	3.46	0.03	0.66	0.06	1.47	0	5.70	0	0.22	21.04	1.30	0.25	0	0.33	9.26	1.00	0.30	1.22	0.22	0.97	1.91	0.03	0.80	0.22	3.76	0.28	0.64	0.03	0.22	0.03	0.47	0.64	2.57	0.08	0.72	0.08	0	6.80	0.69	2.82	1.85	7.35	0.25	0.80	0.03	1.49	2.05	0.11	1.00	0.75	0.03	0.58	0	0.08	1.38	0.11	0.33	0.14	0.08	0.61	0	0.22	0.44	0.22	0.06	0.03	0.06	0.44	0.06	0.61	0.14	
HOC-GO	3718	4.45	238	0	0	0.35	3.47	0.13	0.13	5.03	0.35	0.19	0.59	0.13	2.34	0.56	0.05	0.43	0.27	1.29	0.40	0.05	7.83	0.27	0.91	0.27	3.42	0	0.35	0.03	1.40	0.05	6.89	0	0.81	20.76	2.23	0.19	0	0.59	9.84	0.89	0.05	0.70	0.51	1.10	0.62	0	1.13	0.43	3.52	0.22	0.35	0	0.08	0.11	0.56	0.27	2.26	0.24	3.39	0.19	0	5.89	0.65	1.53	2.72	7.93	0.19	0.89	0.03	1.75	2.26	0.16	0.83	1.18	0	0.73	0.03	0.16	2.04	0.19	0.48	0.05	0.19	0.56	0	0.24	0.78	0.24	0.11	0.03	0.16	0.40	0.13	0.27	0.38	
HOC-GP	8835	4.55	218	0.01	0	0.54	3.49	0.18	0.20	4.71	0.37	0.27	0.43	0.16	2.25	0.77	0.05	0.62	0.32	1.64	0.68	0.01	6.96	0.20	0.86	0.31	2.94	0.12	0.24	0.02	1.52	0.07	6.85	0.03	0.95	19.84	2.28	0.15	0	0.98	9.78	0.97	0.33	0.61	0.19	0.88	0.81	0.01	1.53	0.25	3.93	0.20	0.74	0	0.23	0.09	0.38	0.15	2.54	0.25	2.81	0.10	0.02	5.91	0.93	2.30	3.02	7.27	0.24	0.59	0.02	1.30	2.11	0.09	0.72	1.44	0.02	0.76	0.02	0.08	1.37	0.18	0.49	0.07	0.12	0.54	0.02	0.14	0.54	0.34	0.07	0.02	0.24	0.26	0.08	0.46	0.59	
HOC-GQ	2309	4.54	222	0	0	0.04	3.16	0.09	0.09	5.33	0.30	0.13	0.56	0.17	2.04	0.95	0	0.69	0.43	0.78	0.39	0.04	8.49	0.26	0.87	0.13	2.25	0	0.09	0.17	1.30	0	6.63	0	0.52	24.60	1.43	0.13	0	1.34	9.05	1.17	0.43	0.74	0.52	0.65	1.99	0	1.17	0.22	3.68	0.35	0.13	0	0.22	0	0.48	0.17	2.25	0	3.07	0.09	0.04	6.80	0.48	2.43	1.52	6.28	0.39	0.48	0	1.08	2.08	0	0.82	0.69	0	0.43	0.04	0.09	1.91	0.04	0.48	0.09	0.09	0.52	0	0.09	0.48	0.61	0.17	0	0.13	0.43	0.04	0.74	0.04	
HOC-GR	4005	4.51	230	0.07	0	0.25	3.25	0.37	0.45	5.47	0.55	0.10	0.80	0.17	1.30	0.82	0.07	0.60	0.40	0.92	0.67	0.07	9.31	0.37	0.55	0.15	2.47	0.10	0.22	0.05	1.77	0.10	5.92	0.05	0.25	19.85	2.67	0.10	0.02	0.52	8.96	2.10	0.55	0.90	0.75	1.07	1.52	0	1.50	0.42	4.19	0.25	0.52	0	0.20	0.07	0.42	0.37	2.12	0.27	1.77	0.20	0.10	5.57	1.42	2.27	2.47	7.62	0.20	0.72	0	1.45	2.42	0.10	1.42	1.00	0	0.65	0.07	0.05	1.95	0.15	0.45	0.05	0.15	0.57	0.05	0.12	0.57	0.50	0.17	0	0.12	0.17	0.12	0.47	0.27	
HOC-GS	6077	4.51	234	0.05	0	0.35	3.69	0.26	0.36	5.33	0.63	0.20	0.58	0.13	2.14	0.66	0.03	0.49	0.26	0.66	0.38	0.05	10.05	0.38	1.18	0.26	2.45	0.12	0.18	0.05	1.97	0.16	6.80	0.16	0.43	19.09	3.11	0.12	0	0.72	9.00	2.72	0.21	0.59	0.26	1.07	0.99	0	1.22	0.39	4.03	0.16	0.43	0.02	0.28	0.05	0.26	0.25	2.85	0.18	1.50	0.12	0	6.20	0.77	2.01	1.94	7.60	0.16	0.69	0.02	1.25	2.22	0.16	0.91	0.79	0.03	0.39	0.05	0.13	1.60	0.20	0.30	0.03	0.18	0.56	0.02	0.10	0.36	0.31	0.12	0.05	0.12	0.21	0.13	0.30	0.35	
HOC-GT	2908	4.64	225	0	0	0.38	3.61	0.31	0.31	5.43	0.65	0.24	0.58	0.14	1.72	0.48	0	0.55	0.21	0.93	0.55	0.03	7.67	0.48	1.62	0.21	1.44	0.17	0.52	0.03	1.82	0.17	5.43	0	0.28	21.87	2.68	0.17	0.03	0.55	7.84	2.10	0.38	0.69	0.55	1.07	1.41	0	1.13	0.31	4.37	0.34	1.07	0	0.31	0.10	0.24	0.28	2.82	0.55	2.03	0.21	0.10	6.46	1.00	2.24	2.41	7.63	0.28	0.65	0.03	1.17	2.75	0.07	1.07	1.20	0.03	0.45	0.07	0.03	1.20	0.17	0.21	0.07	0.03	0.79	0.07	0.17	0.14	0.28	0.14	0.07	0.14	0.38	0.10	0.41	0.55	
HOC-GU	4836	4.57	242	0	0	0.37	3.31	0.12	0.12	5.13	0.39	0.39	0.43	0.08	2.01	0.62	0.04	0.33	0.33	1.20	0.79	0.04	8.56	0.19	0.89	0.21	2.96	0.04	0.27	0.06	2.17	0.06	6.14	0	0.54	20.12	2.21	0.10	0.04	0.56	9.02	1.90	0.14	0.54	0.64	1.03	0.97	0	0.99	0.56	3.97	0.29	0.14	0	0.27	0.14	0.50	0.33	2.71	0.35	2.07	0.37	0.08	5.50	2.61	2.27	2.56	6.56	0.27	0.93	0	1.36	2.46	0.08	1.08	1.01	0	0.81	0.04	0.10	2.67	0.21	0.50	0.04	0.14	0.48	0.04	0.12	0.37	0.31	0.23	0	0.19	0.39	0.21	0.19	0.48	
HOC-GV	4480	4.50	221	0	0	0.22	3.37	0.33	0.40	5.36	0.51	0.29	0.51	0.04	2.32	1.05	0.13	0.27	0.29	0.80	0.40	0.04	8.42	0.22	1.07	0.27	4.33	0	1.50	0.02	1.52	0.02	5.40	0.04	0.18	19.40	2.37	0.20	0.02	0.87	9.89	1.09	0.40	0.74	0.36	1.05	0.80	0.07	1.16	0.31	4.33	0.20	0.74	0	0.45	0.02	0.47	0.40	2.54	0.18	1.32	0.13	0.09	5.16	2.57	2.37	2.83	6.38	0.20	0.58	0	1.43	2.28	0.09	1.25	1.00	0	0.69	0.04	0.11	1.90	0.29	0.25	0.04	0.13	0.51	0.07	0	0.45	0.33	0.11	0.04	0.18	0.18	0.13	0.27	0.27	
HOC-GW	7941	4.43	244	0.03	0.03	0.47	3.74	0.20	0.20	5.10	0.35	0.40	0.54	0.18	2.38	1.08	0.10	0.31	0.25	0.96	0.57	0.15	7.49	0.31	0.86	0.37	6.21	0.03	0.15	0.06	1.57	0.09	6.76	0	0.43	20.35	2.10	0.20	0.01	0.91	9.82	0.86	0.43	0.43	0.24	1.02	0.64	0.04	1.10	0.19	4.03	0.10	0.49	0	0.21	0.11	0.37	0.45	2.12	0.11	1.71	0.18	0.03	4.38	2.01	2.10	2.53	7.52	0.21	0.74	0.01	0.99	2.48	0.11	0.72	1.13	0.05	0.71	0.06	0.11	1.71	0.13	0.33	0.08	0.05	0.38	0.01	0.11	0.26	0.24	0.16	0.04	0.10	0.28	0.06	0.37	0.47	
HOC-GX	5742	4.35	224	0.02	0	0.99	3.59	0.26	0.26	5.31	0.87	0.31	0.78	0.19	2.19	1.10	0.03	0.44	0.21	1.15	0.75	0.07	7.18	0.19	1.53	0.07	3.34	0.09	0.33	0.07	1.69	0.07	7.75	0	0.17	19.56	2.53	0.26	0	0.73	9.09	2.35	0.33	0.71	0.23	0.92	0.94	0.02	1.62	0.47	4.18	0.26	0.73	0.02	0.16	0.14	0.30	0.30	1.88	0.14	1.48	0.05	0.05	4.72	3.26	1.81	2.19	6.36	0.17	1.06	0.03	0.98	2.61	0.09	1.24	0.87	0.05	0.44	0	0.07	1.65	0.35	0.31	0.09	0.19	0.54	0.02	0.21	0.40	0.33	0.17	0.05	0.10	0.33	0.09	0.42	0.99	
HOC-GY	5948	4.60	225	0.07	0	0.34	3.50	0.32	0.32	5.31	0.69	0.18	0.57	0.24	2.14	0.84	0.07	0.40	0.30	1.14	0.52	0.10	9.18	0.42	0.89	0.47	2.87	0.05	0.64	0.03	1.60	0.08	6.88	0	0.20	20.97	2.45	0.20	0	0.76	9.53	1.40	0.34	0.64	0.45	0.94	1.19	0	1.14	0.35	3.90	0.25	0.44	0	0.32	0.03	0.45	0.61	1.80	0.25	1.26	0.20	0.10	4.84	1.06	2.66	2.19	7.65	0.24	0.71	0	1.04	2.32	0.12	0.91	0.77	0.05	0.64	0	0.10	1.48	0.17	0.30	0.05	0.18	0.61	0.02	0.07	0.34	0.20	0.08	0.05	0.10	0.25	0.18	0.18	0.34	
HOC-GZ	1406	4.53	208	0	0	0.28	2.99	0.07	0.07	5.19	1.14	0	0.50	0.21	1.56	1.07	0	0.43	0	1.07	0.71	0	9.03	0.36	0.92	0.07	2.70	0	0.50	0	1.92	0	7.82	0	0.43	21.83	2.28	0	0	0.92	9.25	1.56	0.92	0.43	0.43	0.85	1.92	0	0.92	0.43	4.84	0.21	0.14	0	0.21	0.07	0.28	0.21	2.77	0.21	1.78	0.14	0	6.19	0.71	1.28	2.35	6.54	0.21	0.14	0	1.00	2.70	0.14	1.07	0.92	0	0.28	0.14	0.07	1.85	0.43	0.43	0	0	0.71	0	0	0.28	0.36	0.07	0	0.21	0.14	0.28	0.21	0.28	
HOC-HA	771	4.34	225	0	0	0.52	2.72	0.39	0.39	5.84	0.91	0.26	0.65	0.13	1.56	0.52	0.13	0.78	0.52	0.39	0.52	0	7.78	0.26	0.78	0.52	2.85	0	0.39	0	1.69	0.26	6.49	0	0.13	19.07	1.69	0.26	0	0.65	9.60	3.11	0.13	1.30	0.13	1.30	0.91	0	1.43	0.65	3.63	0.26	1.43	0	0.26	0.39	0	0.26	2.33	0.26	0.26	0.13	0	5.06	1.56	2.98	1.56	8.69	0.65	1.43	0	1.82	3.11	0.26	2.46	0.78	0	0.26	0.13	0.26	2.46	0.26	0.39	0	0	0.65	0.13	0.13	0.26	0.52	0.39	0	0	0.65	0	0.52	0.52	
HOC-HB	4738	4.48	220	0	0	0.25	3.95	0.17	0.17	5.13	0.65	0.21	0.57	0.23	1.98	0.59	0.06	0.42	0.25	0.89	0.27	0.02	8.38	0.27	1.06	0.11	2.53	0.04	0.36	0.04	1.39	0.04	6.50	0.08	0.61	20.83	2.17	0.23	0.02	0.82	10.05	1.44	0.42	0.80	0.65	0.87	1.12	0.02	1.01	0.23	3.10	0.19	3.63	0	0.21	0.08	0.57	0.17	1.90	0.17	1.73	0.27	0.04	6.92	0.99	1.88	1.82	6.73	0.21	0.55	0	1.73	2.43	0.19	1.08	0.59	0.06	0.53	0.08	0.08	1.54	0.19	0.63	0.06	0.08	0.38	0	0.15	0.40	0.30	0.06	0.02	0.13	0.23	0.06	0.19	0.25	
HOC-HC	3899	4.49	224	0.05	0.03	0.15	2.90	0.21	0.21	5.72	0.74	0.28	0.51	0.13	2.08	1.59	0.08	0.38	0.15	1.26	0.62	0.03	7.82	0.26	1.31	0.41	2.54	0	0.38	0	1.44	0.08	6.85	0	0.44	21.01	1.41	0.15	0	0.49	9.23	3.05	0.33	0.56	0.72	1.15	1.69	0	1.46	0.28	4.90	0.08	0.26	0	0.26	0.08	0.26	1.03	1.59	0.18	0.80	0.08	0.18	5.49	2.23	1.95	2.72	6.18	0.21	0.67	0	1.26	2.90	0.08	1.23	0.97	0.08	1.13	0.03	0.05	1.31	0.08	0.36	0.03	0.10	0.80	0.05	0.15	0.18	0.44	0	0	0.18	0.23	0.08	0.51	0.15	
HOC-HD	3971	4.58	222	0	0.05	0.30	3.40	0.23	0.23	5.34	0.68	0.28	0.68	0.10	2.24	0.63	0.05	0.55	0.28	1.31	0.78	0.08	7.61	0.33	1.08	0.35	2.54	0.13	1.46	0.05	1.08	0.18	5.84	0.03	0.68	19.14	2.37	0.20	0	0.78	9.85	1.33	0.20	0.71	0.43	1.16	0.81	0	1.51	0.35	4.05	0.38	0.45	0	0.33	0.18	0.40	0.28	2.17	0.18	2.39	0.20	0.08	5.89	1.28	2.22	2.37	7.83	0.28	0.63	0.03	1.21	2.64	0.08	1.18	0.91	0	0.68	0.05	0.08	1.28	0.25	0.53	0	0.13	0.58	0.03	0.15	0.30	0.25	0.03	0.05	0.15	0.40	0.15	0.35	0.33	
HOC-HE	2821	4.61	205	0	0	0.21	1.84	0.14	0.14	5.71	0.21	0.14	0.25	0.18	1.74	1.45	0.18	0.35	0.04	1.49	0.67	0.04	10.10	0.14	0.78	0.21	1.06	0	0.50	0	1.35	0.32	5.35	0	0.32	22.79	2.30	0.07	0	1.03	10.60	1.84	0.25	1.06	0.57	1.10	1.24	0	0.99	0.28	3.40	0.18	0.14	0	0.21	0.28	0.57	0.57	2.62	0.21	1.10	0.11	0	5.88	1.74	1.42	2.62	6.52	0.28	0.71	0	1.06	2.45	0.07	0.53	1.31	0	0.78	0	0	1.67	0.21	0.64	0.11	0.11	0.53	0.04	0.04	0.50	0.11	0.07	0	0.18	0.32	0.14	0.28	0.21	
HOC-HF	2751	4.68	216	0	0	0.11	2.51	0.33	0.33	5.56	0.58	0.22	0.40	0.15	2.00	0.62	0	0.18	0.15	0.95	0.36	0	9.85	0.15	0.95	0.33	0.65	0.04	0.25	0.07	1.38	0.11	6.51	0	1.09	21.26	3.89	0.07	0	0.84	10.65	1.34	0.58	0.69	0.58	1.16	0.84	0.07	0.80	0.11	3.31	0.22	0.29	0	0.33	0.18	0.40	0.58	2.18	0.18	2.29	0.15	0	5.45	1.31	2.29	2.84	6.22	0.36	0.80	0.04	1.64	2.40	0.25	0.47	1.24	0	0.87	0	0.07	1.16	0.15	0.33	0.11	0.07	0.55	0.04	0.18	0.69	0.07	0.04	0.11	0.15	0.47	0.04	0.22	0.11	
HOC-HG	6260	4.61	206	0	0	0.37	3.59	0.27	0.27	5.18	0.46	0.18	0.50	0.19	2.52	0.56	0.10	0.42	0.32	1.10	0.65	0	7.36	0.30	0.93	0.29	2.84	0.08	0.24	0.06	1.58	0.11	7.70	0.05	0.59	18.77	3.56	0.19	0	1.25	9.62	1.04	0.35	0.65	0.19	0.91	0.75	0.03	1.45	0.29	3.98	0.30	0.45	0	0.29	0.05	0.53	0.27	2.73	0.22	1.77	0.22	0.02	6.05	1.42	1.92	2.59	7.22	0.27	0.50	0.03	1.18	2.32	0.08	0.70	1.26	0	0.77	0.02	0.06	1.79	0.30	0.45	0.10	0.19	0.64	0	0.11	0.43	0.22	0.05	0.06	0.13	0.29	0.13	0.29	0.37	
HOC-HH	963	4.61	228	0	0	0.31	2.18	0.31	0.31	6.44	0.62	0.21	0.31	0.10	1.04	1.87	0.10	0.52	0.10	1.04	0.52	0	9.45	0.42	0.83	1.04	1.35	0	0.42	0	1.35	0.10	4.78	0	0.21	23.16	3.01	0.73	0	0.31	9.03	1.66	0.21	1.14	0.31	0.31	0.93	0	0.83	0.73	5.40	0.21	0.42	0	0.73	0.10	0.10	0.31	2.60	0.21	1.87	0	0	6.02	1.66	1.56	1.45	6.96	0.10	0.83	0	1.14	2.18	0	0.62	0.52	0	0.93	0	0.10	1.66	0	0.42	0.10	0.21	0.62	0.10	0	0.52	0.52	0	0	0.31	0.10	0	0.10	0.31	
HOC-HI	3038	4.41	214	0	0	0.46	3.36	0.13	0.13	6.06	0.33	0.30	0.46	0.20	2.04	0.63	0	0.95	0.33	1.38	1.09	0.07	7.31	0.36	0.92	0.26	3.65	0	0.30	0.10	1.68	0.07	6.35	0	0.33	18.24	2.60	0.13	0.03	0.59	8.62	2.01	0.26	1.45	0.23	1.32	0.92	0	1.51	0.23	4.15	0.23	0.79	0	0.43	0.03	0.56	0.39	2.57	0.26	0.92	0.16	0.10	6.19	0.89	1.91	2.21	8.20	0.39	0.79	0	1.88	2.67	0.10	1.18	1.32	0	0.23	0.10	0.07	2.04	0.20	0.30	0.07	0.20	0.46	0	0.03	0.43	0.36	0.13	0.03	0.13	0.30	0.10	0.23	0.53	
HOC-HJ	5666	4.67	213	0	0	0.30	3.67	0.14	0.14	5.47	0.41	0.19	0.32	0.23	1.94	0.62	0.05	0.35	0.37	0.95	0.56	0.02	8.65	0.37	0.99	0.21	2.24	0.14	0.26	0.07	1.64	0.09	8.22	0	0.55	21.21	2.72	0.18	0	1.08	9.88	2.12	0.12	0.94	0.23	0.85	1.43	0	1.57	0.16	3.07	0.05	0.23	0	0.25	0.02	0.32	0.26	2.44	0.19	1.84	0.16	0	6.57	0.76	1.76	1.89	6.32	0.23	0.71	0.04	1.15	2.22	0.11	0.56	0.71	0.04	0.60	0.05	0.12	1.20	0.21	0.21	0.04	0.16	0.48	0.02	0.07	0.21	0.19	0.05	0.07	0.12	0.30	0.11	0.30	0.32	
HOC-HK	6212	4.64	206	0	0	0.34	2.85	0.23	0.23	5.12	0.55	0.31	0.43	0.16	2.37	0.69	0.08	0.27	0.21	1.34	0.82	0.02	7.78	0.31	0.89	0.50	2.64	0.05	0.45	0.03	1.35	0.18	6.87	0	0.64	20.59	3.19	0.14	0	1.26	10.46	0.87	0.43	0.60	0.27	0.82	0.79	0	1.53	0.29	3.48	0.37	0.37	0	0.34	0.05	0.47	0.40	2.27	0.06	1.80	0.14	0.02	5.41	1.90	2.03	2.66	6.68	0.27	0.82	0.06	0.90	2.25	0.08	0.55	1.03	0.03	0.87	0.05	0.05	1.67	0.32	0.37	0.03	0.24	0.45	0.02	0.06	0.32	0.35	0.08	0.06	0.10	0.35	0.11	0.48	0.42	
HOC-HL	5899	4.53	212	0	0	0.34	3.71	0.14	0.14	5.54	0.39	0.24	0.27	0.17	2.09	0.76	0.10	0.49	0.15	0.81	0.46	0.05	8.90	0.22	0.83	0.39	4.42	0.03	0.24	0.05	1.66	0.08	6.81	0	1.20	20.19	2.17	0.27	0	0.85	9.75	2.02	0.24	0.66	0.32	0.95	0.78	0	1.49	0.17	4.14	0.05	0.27	0.02	0.25	0.19	0.29	0.39	2.02	0.25	2.02	0.14	0.05	5.95	1.25	1.25	2.64	6.54	0.15	0.42	0.02	1.46	2.12	0.10	0.73	1.05	0.03	0.66	0	0.07	1.22	0.08	0.49	0.07	0.05	0.36	0.12	0.15	0.44	0.31	0.02	0.02	0.08	0.22	0.14	0.22	0.34	
HOC-HM	9174	4.55	240	0	0	0.48	3.52	0.25	0.27	5.41	0.56	0.19	0.57	0.25	2.08	0.60	0.04	0.55	0.35	0.87	0.56	0.07	7.49	0.26	1.21	0.17	2.91	0.09	0.48	0.08	1.65	0.08	6.90	0.03	0.69	21.71	2.07	0.21	0.01	0.74	9.63	2.20	0.33	0.66	0.24	0.97	1.02	0.01	1.48	0.28	3.95	0.16	0.71	0.03	0.24	0.10	0.40	0.22	2.05	0.08	0.90	0.19	0.15	5.57	0.96	2.04	2.90	7.51	0.14	0.57	0.01	1.31	2.29	0.11	0.93	1.36	0.05	0.61	0.03	0.03	1.66	0.17	0.47	0.03	0.08	0.55	0.04	0.05	0.38	0.38	0.11	0.03	0.05	0.26	0.19	0.47	0.48	
HOC-HN	5746	4.44	207	0	0	0.70	3.90	0.19	0.21	5.83	0.50	0.23	0.50	0.19	1.83	0.52	0.05	0.73	0.28	1.04	1.11	0.09	7.95	0.16	0.70	0.42	3.57	0.12	0.23	0.07	1.24	0.05	6.44	0	0.80	19.42	1.93	0.03	0	0.70	9.01	2.07	0.10	1.01	0.42	1.31	1.57	0	1.22	0.24	4.23	0.07	0.64	0	0.14	0.09	0.50	0.33	2.45	0.17	1.22	0.19	0.10	7.14	0.52	2.51	2.16	7.48	0.16	0.90	0.03	1.84	2.78	0.05	1.04	1.17	0.02	0.42	0	0.23	1.71	0.17	0.44	0.09	0.16	0.59	0.02	0.07	0.56	0.26	0.05	0.05	0.10	0.21	0.05	0.35	0.71	
HOC-HO	6697	4.41	214	0.31	0	0.15	3.55	0.33	0.33	5.47	0.61	0.31	0.48	0.04	2.09	1.21	0.09	0.48	0.30	0.72	0.78	0.13	8.47	0.22	1.34	0.48	2.57	0.03	0.43	0.09	1.21	0.04	6.08	0.03	0.57	21.10	2.28	0.18	0.03	0.87	9.39	1.27	0.67	0.69	0.31	1.22	1.54	0	1.08	0.15	4.09	0.25	0.54	0.01	0.40	0.03	0.30	0.31	2.58	0.15	1.37	0.18	0.09	6.45	0.78	2.42	2.36	6.85	0.10	0.61	0.01	1.19	2.69	0.06	1.08	1.18	0	0.36	0.03	0.10	1.36	0.22	0.33	0.03	0.13	0.52	0.01	0.12	0.37	0.40	0.09	0.01	0.10	0.31	0.16	0.51	0.16	
HOC-HP	5332	4.52	222	0	0	0.58	4.37	0.13	0.13	5.06	0.38	0.15	0.45	0.32	2.21	1.05	0.02	0.73	0.49	0.73	1.01	0.04	7.52	0.26	1.11	0.41	1.97	0.11	0.39	0.08	1.37	0.08	6.23	0	0.90	20.01	1.99	0.23	0.02	0.38	8.70	1.20	0.39	0.60	0.28	0.81	1.13	0	0.81	0.26	4.24	0.34	0.58	0.04	0.28	0.06	0.39	0.28	2.89	0.21	3.04	0.15	0.02	7.13	0.69	2.18	2.48	7.61	0.21	0.73	0	1.84	2.36	0.02	1.48	1.44	0	0.43	0.04	0.13	1.69	0.24	0.13	0.02	0.09	0.47	0.04	0.08	0.26	0.28	0.11	0.04	0.15	0.19	0.04	0.38	0.54	
HOC-HQ	1240	4.39	222	0	0	0	3.71	0.16	0.16	5.32	0.65	0.24	0.73	0.08	2.82	0.81	0.24	0.65	0.24	0.40	0.32	0.16	7.02	0.48	1.53	0.56	3.23	0.08	0.89	0	0.73	0.08	7.02	0	0.16	21.94	1.61	0	0	1.13	9.84	1.69	1.05	0.65	0.24	0.24	0.65	0	1.05	0.24	3.47	0.24	0.48	0	0.32	0	0.24	0.40	2.50	0.16	1.85	0.24	0	4.76	2.50	1.53	2.74	6.69	0.56	0.32	0	2.18	1.94	0.08	1.45	1.13	0.08	1.05	0.16	0.16	0.97	0.32	0.08	0.16	0	0.32	0	0.16	0.24	0.08	0.08	0	0.08	0.24	0	0.24	0	
HOC-HR	4340	4.46	205	0.05	0	0.53	2.76	0.14	0.14	5.46	0.53	0.21	0.44	0.07	1.73	0.81	0.02	0.48	0.14	1.34	0.55	0.09	8.94	0.30	1.01	0.23	2.28	0.07	0.18	0.02	1.57	0.14	5.23	0	0.71	21.50	2.26	0.14	0	0.83	9.22	1.15	0.12	0.58	0.25	0.88	0.71	0.02	1.06	0.37	4.08	0.41	0.53	0	0.41	0.12	0.51	0.76	2.70	0.16	2.72	0.09	0.05	5.94	1.80	1.80	3.13	6.89	0.12	0.81	0.02	1.47	2.44	0.16	1.13	0.97	0.05	1.18	0.02	0.07	1.29	0.25	0.60	0	0.09	0.62	0	0.07	0.67	0.21	0.12	0.02	0.21	0.23	0.14	0.32	0.53	
HOC-HS	2871	4.35	216	0.03	0	0.24	2.75	0.24	0.24	5.99	0.73	0.24	0.45	0.10	2.12	1.74	0.10	0.49	0.07	0.73	0.35	0.03	7.21	0.42	0.70	0.31	4.21	0	0.14	0.03	1.60	0.14	4.74	0.03	0.38	22.71	1.18	0.35	0	0.77	11.11	1.18	0.35	0.38	0.21	0.94	0.70	0.03	1.22	0.42	4.11	0.21	0.94	0	0.59	0.03	0.14	0.56	2.33	0.10	1.71	0.14	0.03	4.35	4.77	2.44	2.58	4.74	0.10	0.59	0	1.53	2.40	0.17	1.43	1.22	0.17	0.35	0.10	0.14	1.32	0.24	0.49	0	0.17	0.59	0	0.17	0.17	0.35	0.10	0	0.10	0.17	0.07	0.49	0.31	
HOC-HT	2970	4.21	203	0	0	0.74	3.64	0.13	0.13	7.21	0.77	0.57	0.64	0.10	2.22	1.58	0.03	0.13	0.03	0.51	0.27	0.13	7.91	0.37	0.54	0.10	4.11	0	0.30	0.03	2.05	0.07	7.95	0	0.10	24.71	1.31	0	0	1.08	8.62	1.28	0.20	0.40	0.61	0.77	1.35	0	1.95	0.17	4.24	0.13	0.40	0	0.10	0	0.20	0.71	1.04	0.10	4.75	0.10	0	3.77	4.92	1.11	2.15	3.13	0.07	0.77	0	0.57	2.83	0.17	0.57	0.84	0	0.77	0	0.03	2.02	0.24	0.20	0.07	0.10	1.08	0	0.13	0.10	0.13	0.17	0	0	0.30	0.03	0.13	0.71	
HOC-HU	4430	4.53	231	0	0.09	0.38	3.30	0.25	0.25	5.87	0.36	0.14	0.52	0.16	2.01	0.84	0.09	0.65	0.23	0.68	0.59	0.14	8.71	0.32	0.84	0.27	2.42	0.02	0.38	0.05	1.63	0.07	6.48	0	0.43	22.60	2.28	0.09	0	0.86	10.11	1.40	0.20	0.72	0.34	1.08	1.15	0	1.29	0.32	3.25	0.11	0.47	0	0.25	0.18	0.32	0.38	1.53	0.18	3.18	0.09	0.02	4.70	1.90	1.63	2.87	6.52	0.16	0.90	0.05	1.49	2.64	0.11	1.04	1.24	0.02	0.84	0.05	0.09	1.67	0.27	0.34	0.07	0.07	0.41	0	0.16	0.27	0.34	0.09	0.02	0.16	0.32	0.11	0.38	0.34	
HOC-HV	2355	4.66	220	0	0.17	0.76	4.33	0.51	0.51	5.22	0.68	0.30	0.72	0.25	1.70	0.93	0.08	0.21	0.13	1.49	0.51	0.08	8.79	0.21	1.06	0.21	3.44	0.08	0.30	0	1.49	0.17	7.47	0	0.25	19.75	4.33	0.17	0	1.02	10.87	1.23	0.42	0.38	0.55	1.15	0.68	0	1.44	0.30	3.86	0.13	0.76	0	0.08	0.08	0.25	0.34	1.95	0.08	1.57	0.08	0	3.86	1.70	1.61	2.68	7.39	0.34	0.47	0.08	0.98	2.55	0.25	0.55	0.98	0.04	0.64	0.08	0	1.15	0.25	0.47	0.13	0.17	0.13	0.08	0.21	0.51	0.17	0.04	0.08	0.04	0.13	0.17	0.42	0.72	
HOC-HW	3168	4.37	210	0.51	0	0.54	2.90	0.28	0.28	4.80	0.47	0.25	0.63	0.03	2.02	2.05	0.03	0.51	0.19	0.54	0.60	0	9.91	0.25	1.42	0.19	2.18	0.09	0.19	0.03	1.26	0.06	6.38	0	0.47	20.77	1.14	0.16	0.03	0.47	10.73	2.24	0.38	0.47	0.57	0.76	1.04	0	1.64	0.16	4.14	0.25	0.66	0	0.16	0.22	0.22	0.44	1.99	0.25	1.33	0.19	0.09	5.11	1.99	2.78	2.75	6.28	0.22	0.51	0	1.04	2.24	0.16	0.98	0.82	0	0.92	0.06	0.13	1.48	0.09	0.41	0	0.19	0.57	0.09	0.28	0.19	0.47	0.13	0.06	0	0.16	0.25	0.41	0.54	
